valid_time,avg_tdswrf,number,expver
2003-07-01 06:00:00,301.3714,0,0001
2003-08-01 06:00:00,286.92313,0,0001
2003-09-01 06:00:00,275.17505,0,0001
2003-10-01 06:00:00,287.03802,0,0001
2003-11-01 06:00:00,311.42047,0,0001
2003-12-01 06:00:00,326.01382,0,0001
2004-01-01 06:00:00,320.45462,0,0001
2004-02-01 06:00:00,299.43042,0,0001
2004-03-01 06:00:00,280.4355,0,0001
2004-04-01 06:00:00,285.27478,0,0001
2004-05-01 06:00:00,299.44724,0,0001
2004-06-01 06:00:00,306.36316,0,0001
2004-07-01 06:00:00,301.0618,0,0001
2004-08-01 06:00:00,286.4895,0,0001
2004-09-01 06:00:00,275.07892,0,0001
2004-10-01 06:00:00,287.5695,0,0001
2004-11-01 06:00:00,311.92657,0,0001
2004-12-01 06:00:00,326.09406,0,0001
2005-01-01 06:00:00,320.02182,0,0001
2005-02-01 06:00:00,299.18073,0,0001
2005-03-01 06:00:00,280.4674,0,0001
2005-04-01 06:00:00,285.12732,0,0001
2005-05-01 06:00:00,299.3107,0,0001
2005-06-01 06:00:00,306.3129,0,0001
2005-07-01 06:00:00,301.105,0,0001
2005-08-01 06:00:00,286.57288,0,0001
2005-09-01 06:00:00,275.05426,0,0001
2005-10-01 06:00:00,287.34293,0,0001
2005-11-01 06:00:00,311.7054,0,0001
2005-12-01 06:00:00,326.0087,0,0001
2006-01-01 06:00:00,320.13724,0,0001
2006-02-01 06:00:00,299.36838,0,0001
2006-03-01 06:00:00,280.53204,0,0001
2006-04-01 06:00:00,285.01166,0,0001
2006-05-01 06:00:00,299.20648,0,0001
2006-06-01 06:00:00,306.29538,0,0001
2006-07-01 06:00:00,301.1806,0,0001
2006-08-01 06:00:00,286.68768,0,0001
2006-09-01 06:00:00,275.06137,0,0001
2006-10-01 06:00:00,287.14853,0,0001
2006-11-01 06:00:00,311.5177,0,0001
2006-12-01 06:00:00,325.9577,0,0001
2007-01-01 06:00:00,320.24185,0,0001
2007-02-01 06:00:00,299.54672,0,0001
2007-03-01 06:00:00,280.5897,0,0001
2007-04-01 06:00:00,284.8875,0,0001
2007-05-01 06:00:00,299.09216,0,0001
2007-06-01 06:00:00,306.26743,0,0001
2007-07-01 06:00:00,301.2462,0,0001
2007-08-01 06:00:00,286.79358,0,0001
2007-09-01 06:00:00,275.0618,0,0001
2007-10-01 06:00:00,286.94586,0,0001
2007-11-01 06:00:00,311.31967,0,0001
2007-12-01 06:00:00,325.8951,0,0001
2008-01-01 06:00:00,320.358,0,0001
2008-02-01 06:00:00,299.33453,0,0001
2008-03-01 06:00:00,280.36237,0,0001
2008-04-01 06:00:00,285.22385,0,0001
2008-05-01 06:00:00,299.38937,0,0001
2008-06-01 06:00:00,306.28732,0,0001
2008-07-01 06:00:00,300.96948,0,0001
2008-08-01 06:00:00,286.39154,0,0001
2008-09-01 06:00:00,274.99667,0,0001
2008-10-01 06:00:00,287.5089,0,0001
2008-11-01 06:00:00,311.85968,0,0001
2008-12-01 06:00:00,326.01053,0,0001
2009-01-01 06:00:00,319.95187,0,0001
2009-02-01 06:00:00,299.11,0,0001
2009-03-01 06:00:00,280.4173,0,0001
2009-04-01 06:00:00,285.1002,0,0001
2009-05-01 06:00:00,299.27777,0,0001
2009-06-01 06:00:00,306.26276,0,0001
2009-07-01 06:00:00,301.03778,0,0001
2009-08-01 06:00:00,286.49866,0,0001
2009-09-01 06:00:00,274.9946,0,0001
2009-10-01 06:00:00,287.3063,0,0001
2009-11-01 06:00:00,311.66467,0,0001
2009-12-01 06:00:00,325.95248,0,0001
2010-01-01 06:00:00,320.1074,0,0001
2010-02-01 06:00:00,299.3352,0,0001
2010-03-01 06:00:00,280.51688,0,0001
2010-04-01 06:00:00,285.0203,0,0001
2010-05-01 06:00:00,299.21124,0,0001
2010-06-01 06:00:00,306.284,0,0001
2010-07-01 06:00:00,301.1513,0,0001
2010-08-01 06:00:00,286.64963,0,0001
2010-09-01 06:00:00,275.0362,0,0001
2010-10-01 06:00:00,287.14798,0,0001
2010-11-01 06:00:00,311.5162,0,0001
2010-12-01 06:00:00,325.94266,0,0001
2011-01-01 06:00:00,320.31686,0,0001
2011-02-01 06:00:00,299.61185,0,0001
2011-03-01 06:00:00,280.66656,0,0001
2011-04-01 06:00:00,284.98962,0,0001
2011-05-01 06:00:00,299.19556,0,0001
2011-06-01 06:00:00,306.35678,0,0001
2011-07-01 06:00:00,301.31616,0,0001
2011-08-01 06:00:00,286.84973,0,0001
2011-09-01 06:00:00,275.1266,0,0001
2011-10-01 06:00:00,287.03958,0,0001
2011-11-01 06:00:00,311.42047,0,0001
2011-12-01 06:00:00,325.98718,0,0001
2012-01-01 06:00:00,320.5073,0,0001
2012-02-01 06:00:00,299.46875,0,0001
2012-03-01 06:00:00,280.50458,0,0001
2012-04-01 06:00:00,285.39206,0,0001
2012-05-01 06:00:00,299.56143,0,0001
2012-06-01 06:00:00,306.447,0,0001
