valid_time,vit,number,expver
2004-06-01,2451714.5,0,0001
2004-07-01,2450345.8,0,0001
2004-08-01,2449063.8,0,0001
2004-09-01,2441612.8,0,0001
2004-10-01,2436083.2,0,0001
2004-11-01,2431820.2,0,0001
2004-12-01,2434239.2,0,0001
2005-01-01,2438953.2,0,0001
2005-02-01,2436920.8,0,0001
2005-03-01,2438769.0,0,0001
2005-04-01,2442358.5,0,0001
2005-05-01,2448661.8,0,0001
2005-06-01,2456350.2,0,0001
2005-07-01,2456077.0,0,0001
2005-08-01,2450101.0,0,0001
2005-09-01,2442925.8,0,0001
2005-10-01,2435957.8,0,0001
2005-11-01,2436004.2,0,0001
2005-12-01,2441320.8,0,0001
2006-01-01,2440793.0,0,0001
2006-02-01,2440078.5,0,0001
2006-03-01,2440505.8,0,0001
2006-04-01,2441245.0,0,0001
2006-05-01,2443238.8,0,0001
2006-06-01,2451679.2,0,0001
2006-07-01,2454629.8,0,0001
2006-08-01,2453372.8,0,0001
2006-09-01,2442151.5,0,0001
2006-10-01,2434877.0,0,0001
2006-11-01,2431084.2,0,0001
2006-12-01,2430470.5,0,0001
2007-01-01,2437583.2,0,0001
2007-02-01,2439609.2,0,0001
2007-03-01,2437501.8,0,0001
2007-04-01,2440366.0,0,0001
2007-05-01,2447167.5,0,0001
2007-06-01,2456901.8,0,0001
2007-07-01,2460868.0,0,0001
2007-08-01,2452660.8,0,0001
2007-09-01,2442259.2,0,0001
2007-10-01,2435720.0,0,0001
2007-11-01,2433681.8,0,0001
2007-12-01,2432041.2,0,0001
2008-01-01,2431914.5,0,0001
2008-02-01,2434831.0,0,0001
2008-03-01,2436583.2,0,0001
2008-04-01,2441962.8,0,0001
2008-05-01,2445787.0,0,0001
2008-06-01,2450070.2,0,0001
2008-07-01,2454603.0,0,0001
2008-08-01,2448703.8,0,0001
2008-09-01,2442086.8,0,0001
2008-10-01,2429281.5,0,0001
2008-11-01,2429780.2,0,0001
2008-12-01,2432604.5,0,0001
2009-01-01,2436216.8,0,0001
2009-02-01,2441897.8,0,0001
2009-03-01,2438100.5,0,0001
2009-04-01,2436995.8,0,0001
2009-05-01,2446592.0,0,0001
2009-06-01,2453806.0,0,0001
2009-07-01,2460869.5,0,0001
2009-08-01,2452375.2,0,0001
2009-09-01,2443310.0,0,0001
2009-10-01,2437314.5,0,0001
2009-11-01,2437142.2,0,0001
2009-12-01,2440561.0,0,0001
2010-01-01,2442747.5,0,0001
2010-02-01,2449642.0,0,0001
2010-03-01,2443422.2,0,0001
2010-04-01,2442385.2,0,0001
2010-05-01,2450784.2,0,0001
2010-06-01,2453635.5,0,0001
2010-07-01,2453932.5,0,0001
2010-08-01,2453823.2,0,0001
2010-09-01,2446778.2,0,0001
2010-10-01,2436408.5,0,0001
2010-11-01,2430303.0,0,0001
2010-12-01,2437964.8,0,0001
2011-01-01,2438537.8,0,0001
2011-02-01,2434370.8,0,0001
2011-03-01,2431499.8,0,0001
2011-04-01,2439275.5,0,0001
2011-05-01,2446689.0,0,0001
2011-06-01,2456021.5,0,0001
2011-07-01,2461170.0,0,0001
2011-08-01,2456779.5,0,0001
2011-09-01,2442923.2,0,0001
2011-10-01,2431888.2,0,0001
2011-11-01,2430476.5,0,0001
2011-12-01,2429360.5,0,0001
2012-01-01,2434867.5,0,0001
2012-02-01,2436825.8,0,0001
2012-03-01,2437249.0,0,0001
2012-04-01,2442130.5,0,0001
2012-05-01,2446845.8,0,0001
2012-06-01,2455268.5,0,0001
2012-07-01,2454261.0,0,0001
2012-08-01,2451168.2,0,0001
2012-09-01,2444029.0,0,0001
2012-10-01,2439557.5,0,0001
2012-11-01,2438075.5,0,0001
2012-12-01,2441454.2,0,0001
2013-01-01,2447627.0,0,0001
2013-02-01,2438887.8,0,0001
2013-03-01,2440149.0,0,0001
2013-04-01,2438721.5,0,0001
2013-05-01,2444683.5,0,0001
2013-06-01,2454538.5,0,0001
2013-07-01,2455736.8,0,0001
2013-08-01,2453528.8,0,0001
2013-09-01,2448866.5,0,0001
2013-10-01,2437016.5,0,0001
2013-11-01,2431324.2,0,0001
2013-12-01,2437550.5,0,0001
2014-01-01,2441248.0,0,0001
2014-02-01,2439975.8,0,0001
2014-03-01,2436650.8,0,0001
2014-04-01,2439330.2,0,0001
2014-05-01,2449542.2,0,0001
2014-06-01,2454419.8,0,0001
2014-07-01,2456333.5,0,0001
2014-08-01,2452844.2,0,0001
2014-09-01,2444320.8,0,0001
2014-10-01,2438096.2,0,0001
2014-11-01,2434803.8,0,0001
2014-12-01,2435368.0,0,0001
2015-01-01,2439404.8,0,0001
2015-02-01,2435119.0,0,0001
2015-03-01,2434482.5,0,0001
2015-04-01,2440189.8,0,0001
2015-05-01,2447890.5,0,0001
2015-06-01,2454770.2,0,0001
2015-07-01,2456795.5,0,0001
2015-08-01,2452440.8,0,0001
2015-09-01,2441371.2,0,0001
2015-10-01,2436209.0,0,0001
2015-11-01,2429447.5,0,0001
2015-12-01,2433243.0,0,0001
2016-01-01,2440507.2,0,0001
2016-02-01,2443823.5,0,0001
2016-03-01,2443065.8,0,0001
2016-04-01,2447628.2,0,0001
2016-05-01,2451973.2,0,0001
2016-06-01,2452268.5,0,0001
2016-07-01,2458410.2,0,0001
2016-08-01,2455476.8,0,0001
2016-09-01,2445231.8,0,0001
2016-10-01,2442069.8,0,0001
2016-11-01,2443658.2,0,0001
2016-12-01,2439739.0,0,0001
2017-01-01,2440197.8,0,0001
2017-02-01,2442297.0,0,0001
2017-03-01,2438596.2,0,0001
2017-04-01,2442699.5,0,0001
2017-05-01,2449352.2,0,0001
2017-06-01,2451731.5,0,0001
2017-07-01,2454293.8,0,0001
2017-08-01,2452925.0,0,0001
2017-09-01,2446565.5,0,0001
2017-10-01,2443155.2,0,0001
2017-11-01,2439063.8,0,0001
2017-12-01,2441404.0,0,0001
2018-01-01,2440799.2,0,0001
2018-02-01,2442246.2,0,0001
2018-03-01,2441676.8,0,0001
2018-04-01,2443669.5,0,0001
2018-05-01,2447352.5,0,0001
2018-06-01,2455665.8,0,0001
2018-07-01,2456692.2,0,0001
2018-08-01,2454017.2,0,0001
2018-09-01,2442189.8,0,0001
2018-10-01,2436412.0,0,0001
2018-11-01,2434278.2,0,0001
2018-12-01,2437184.0,0,0001
2019-01-01,2442698.5,0,0001
2019-02-01,2441136.5,0,0001
2019-03-01,2436562.8,0,0001
2019-04-01,2443274.5,0,0001
2019-05-01,2452996.0,0,0001
2019-06-01,2456938.0,0,0001
2019-07-01,2461918.2,0,0001
2019-08-01,2457205.8,0,0001
2019-09-01,2450420.5,0,0001
2019-10-01,2442010.0,0,0001
2019-11-01,2442547.0,0,0001
2019-12-01,2444227.5,0,0001
2020-01-01,2440466.5,0,0001
2020-02-01,2439421.5,0,0001
2020-03-01,2432793.0,0,0001
2020-04-01,2441503.0,0,0001
2020-05-01,2452272.2,0,0001
2020-06-01,2456822.8,0,0001
2020-07-01,2463191.2,0,0001
2020-08-01,2457193.0,0,0001
2020-09-01,2446388.8,0,0001
2020-10-01,2437611.5,0,0001
2020-11-01,2431127.5,0,0001
2020-12-01,2435768.8,0,0001
2021-01-01,2443633.5,0,0001
2021-02-01,2442445.0,0,0001
2021-03-01,2435874.2,0,0001
2021-04-01,2438395.0,0,0001
2021-05-01,2448144.8,0,0001
2021-06-01,2452217.5,0,0001
2021-07-01,2458356.8,0,0001
2021-08-01,2453644.8,0,0001
2021-09-01,2444585.2,0,0001
2021-10-01,2437708.5,0,0001
2021-11-01,2430257.2,0,0001
2021-12-01,2434873.0,0,0001
2022-01-01,2437027.8,0,0001
2022-02-01,2436315.2,0,0001
2022-03-01,2439575.8,0,0001
2022-04-01,2444963.0,0,0001
2022-05-01,2447423.5,0,0001
2022-06-01,2456613.0,0,0001
2022-07-01,2459191.0,0,0001
2022-08-01,2454455.5,0,0001
2022-09-01,2444868.0,0,0001
2022-10-01,2435109.5,0,0001
2022-11-01,2430380.0,0,0001
2022-12-01,2436110.2,0,0001
2023-01-01,2435892.5,0,0001
2023-02-01,2438866.0,0,0001
2023-03-01,2439945.5,0,0001
2023-04-01,2444762.0,0,0001
2023-05-01,2446078.5,0,0001
2023-06-01,2457749.5,0,0001
2023-07-01,2462253.0,0,0001
2023-08-01,2458452.2,0,0001
2023-09-01,2451825.8,0,0001
2023-10-01,2441448.5,0,0001
2023-11-01,2437033.5,0,0001
2023-12-01,2439942.5,0,0001
2024-01-01,2444200.8,0,0001
2024-02-01,2444802.5,0,0001
2024-03-01,2447604.5,0,0001
2024-04-01,2447184.2,0,0001
2024-05-01,2454119.8,0,0001
2024-06-01,2462123.0,0,0001
2024-07-01,2465275.8,0,0001
2024-08-01,2462391.2,0,0001
2024-09-01,2452121.0,0,0001
2024-10-01,2444613.0,0,0001
2024-11-01,2436501.0,0,0001
2024-12-01,2440784.5,0,0001
2025-01-01,2441135.2,0,0001
2025-02-01,2443902.0,0,0001
2025-03-01,2442972.5,0,0001
2025-04-01,2446834.5,0,0001
2025-05-01,2450802.2,0,0001
2025-06-01,2457820.5,0,0001
2025-07-01,2458440.2,0,0001
2025-08-01,2457427.2,0,0001
2025-09-01,2450311.0,0,0001
2025-10-01,2443214.0,0,0001
2025-11-01,2441462.0,0,0001
2025-12-01,2442889.8,0,0001
2026-01-01,2444946.0,0,0001
2026-02-01,2444052.8,0,0001
2026-03-01,2442710.8,0,0005
2026-04-01,2446368.2,0,0005
