valid_time,avg_snswrf,number,expver
1977-12-01 06:00:00,137.35646,0,0001
1978-01-01 06:00:00,137.37451,0,0001
1978-02-01 06:00:00,132.50053,0,0001
1978-03-01 06:00:00,127.69011,0,0001
1978-04-01 06:00:00,125.887856,0,0001
1978-05-01 06:00:00,124.59318,0,0001
1978-06-01 06:00:00,127.78252,0,0001
1978-07-01 06:00:00,127.4831,0,0001
1978-08-01 06:00:00,126.17274,0,0001
1978-09-01 06:00:00,125.10015,0,0001
1978-10-01 06:00:00,126.892914,0,0001
1978-11-01 06:00:00,132.26057,0,0001
1978-12-01 06:00:00,136.98402,0,0001
1979-01-01 06:00:00,136.78821,0,0001
1979-02-01 06:00:00,131.89395,0,0001
1979-03-01 06:00:00,127.246414,0,0001
1979-04-01 06:00:00,125.40392,0,0001
1979-05-01 06:00:00,125.54019,0,0001
1979-06-01 06:00:00,128.5486,0,0001
1979-07-01 06:00:00,128.90335,0,0001
1979-08-01 06:00:00,126.27772,0,0001
1979-09-01 06:00:00,125.12406,0,0001
1979-10-01 06:00:00,126.65377,0,0001
1979-11-01 06:00:00,131.29112,0,0001
1979-12-01 06:00:00,137.62498,0,0001
1980-01-01 06:00:00,136.875,0,0001
1980-02-01 06:00:00,132.30841,0,0001
1980-03-01 06:00:00,127.38923,0,0001
1980-04-01 06:00:00,126.07984,0,0001
1980-05-01 06:00:00,125.20673,0,0001
1980-06-01 06:00:00,129.21327,0,0001
1980-07-01 06:00:00,128.1383,0,0001
1980-08-01 06:00:00,126.536514,0,0001
1980-09-01 06:00:00,125.21575,0,0001
1980-10-01 06:00:00,126.83718,0,0001
1980-11-01 06:00:00,131.23982,0,0001
1980-12-01 06:00:00,138.23782,0,0001
1981-01-01 06:00:00,137.27066,0,0001
1981-02-01 06:00:00,131.23204,0,0001
1981-03-01 06:00:00,127.95579,0,0001
1981-04-01 06:00:00,125.62754,0,0001
1981-05-01 06:00:00,125.87117,0,0001
1981-06-01 06:00:00,128.92474,0,0001
1981-07-01 06:00:00,128.45178,0,0001
1981-08-01 06:00:00,126.80427,0,0001
1981-09-01 06:00:00,125.528564,0,0001
1981-10-01 06:00:00,127.232445,0,0001
1981-11-01 06:00:00,130.70041,0,0001
1981-12-01 06:00:00,136.19807,0,0001
1982-01-01 06:00:00,137.06425,0,0001
1982-02-01 06:00:00,132.35916,0,0001
1982-03-01 06:00:00,126.40915,0,0001
1982-04-01 06:00:00,124.74514,0,0001
1982-05-01 06:00:00,124.463554,0,0001
1982-06-01 06:00:00,127.18467,0,0001
1982-07-01 06:00:00,128.93936,0,0001
1982-08-01 06:00:00,125.08091,0,0001
1982-09-01 06:00:00,124.01524,0,0001
1982-10-01 06:00:00,125.464455,0,0001
1982-11-01 06:00:00,129.88196,0,0001
1982-12-01 06:00:00,136.05911,0,0001
1983-01-01 06:00:00,135.95195,0,0001
1983-02-01 06:00:00,131.80748,0,0001
1983-03-01 06:00:00,125.98044,0,0001
1983-04-01 06:00:00,124.44549,0,0001
1983-05-01 06:00:00,123.749565,0,0001
1983-06-01 06:00:00,128.61395,0,0001
1983-07-01 06:00:00,127.01304,0,0001
1983-08-01 06:00:00,124.79379,0,0001
1983-09-01 06:00:00,124.1141,0,0001
1983-10-01 06:00:00,126.26495,0,0001
1983-11-01 06:00:00,130.97829,0,0001
1983-12-01 06:00:00,137.7802,0,0001
1984-01-01 06:00:00,137.35211,0,0001
1984-02-01 06:00:00,132.49364,0,0001
1984-03-01 06:00:00,127.169014,0,0001
1984-04-01 06:00:00,125.87371,0,0001
1984-05-01 06:00:00,125.88711,0,0001
1984-06-01 06:00:00,128.70546,0,0001
1984-07-01 06:00:00,128.55159,0,0001
1984-08-01 06:00:00,126.511406,0,0001
1984-09-01 06:00:00,125.3983,0,0001
1984-10-01 06:00:00,126.33143,0,0001
1984-11-01 06:00:00,131.23123,0,0001
1984-12-01 06:00:00,136.18195,0,0001
1985-01-01 06:00:00,137.73671,0,0001
1985-02-01 06:00:00,131.98541,0,0001
1985-03-01 06:00:00,126.65516,0,0001
1985-04-01 06:00:00,125.35957,0,0001
1985-05-01 06:00:00,125.55221,0,0001
1985-06-01 06:00:00,129.81262,0,0001
1985-07-01 06:00:00,129.05075,0,0001
1985-08-01 06:00:00,126.83767,0,0001
1985-09-01 06:00:00,124.81488,0,0001
1985-10-01 06:00:00,126.728935,0,0001
1985-11-01 06:00:00,130.4615,0,0001
1985-12-01 06:00:00,136.38689,0,0001
1986-01-01 06:00:00,136.73756,0,0001
1986-02-01 06:00:00,132.8214,0,0001
1986-03-01 06:00:00,127.55077,0,0001
1986-04-01 06:00:00,125.705025,0,0001
1986-05-01 06:00:00,125.414116,0,0001
1986-06-01 06:00:00,128.5774,0,0001
1986-07-01 06:00:00,128.34021,0,0001
1986-08-01 06:00:00,126.325195,0,0001
1986-09-01 06:00:00,125.13092,0,0001
1986-10-01 06:00:00,126.667274,0,0001
1986-11-01 06:00:00,130.57458,0,0001
1986-12-01 06:00:00,136.57188,0,0001
1987-01-01 06:00:00,137.62656,0,0001
1987-02-01 06:00:00,132.03319,0,0001
1987-03-01 06:00:00,127.46728,0,0001
1987-04-01 06:00:00,125.91173,0,0001
1987-05-01 06:00:00,125.62489,0,0001
1987-06-01 06:00:00,127.48827,0,0001
1987-07-01 06:00:00,128.42767,0,0001
1987-08-01 06:00:00,126.03323,0,0001
1987-09-01 06:00:00,125.54363,0,0001
1987-10-01 06:00:00,127.01671,0,0001
1987-11-01 06:00:00,131.79874,0,0001
1987-12-01 06:00:00,136.2738,0,0001
1988-01-01 06:00:00,136.97461,0,0001
1988-02-01 06:00:00,132.65019,0,0001
1988-03-01 06:00:00,127.31596,0,0001
1988-04-01 06:00:00,125.71981,0,0001
1988-05-01 06:00:00,125.399254,0,0001
1988-06-01 06:00:00,128.80621,0,0001
1988-07-01 06:00:00,128.75928,0,0001
1988-08-01 06:00:00,125.9866,0,0001
1988-09-01 06:00:00,124.49485,0,0001
1988-10-01 06:00:00,127.443,0,0001
1988-11-01 06:00:00,130.8507,0,0001
1988-12-01 06:00:00,136.16893,0,0001
1989-01-01 06:00:00,137.66293,0,0001
1989-02-01 06:00:00,132.14705,0,0001
1989-03-01 06:00:00,128.09958,0,0001
1989-04-01 06:00:00,126.13058,0,0001
1989-05-01 06:00:00,125.58144,0,0001
1989-06-01 06:00:00,129.83957,0,0001
1989-07-01 06:00:00,129.01859,0,0001
1989-08-01 06:00:00,126.707306,0,0001
1989-09-01 06:00:00,125.79461,0,0001
1989-10-01 06:00:00,126.970924,0,0001
1989-11-01 06:00:00,131.15305,0,0001
1989-12-01 06:00:00,136.64806,0,0001
1990-01-01 06:00:00,135.21992,0,0001
1990-02-01 06:00:00,132.42989,0,0001
1990-03-01 06:00:00,127.07395,0,0001
1990-04-01 06:00:00,125.50269,0,0001
1990-05-01 06:00:00,126.34917,0,0001
