valid_time,avg_tnswrf,number,expver
1976-06-01 06:00:00,202.96193,0,0001
1976-07-01 06:00:00,202.6047,0,0001
1976-08-01 06:00:00,196.0764,0,0001
1976-09-01 06:00:00,190.15916,0,0001
1976-10-01 06:00:00,191.58577,0,0001
1976-11-01 06:00:00,200.04234,0,0001
1976-12-01 06:00:00,209.14847,0,0001
1977-01-01 06:00:00,206.77191,0,0001
1977-02-01 06:00:00,199.66182,0,0001
1977-03-01 06:00:00,190.92491,0,0001
1977-04-01 06:00:00,192.33875,0,0001
1977-05-01 06:00:00,196.7316,0,0001
1977-06-01 06:00:00,203.72906,0,0001
1977-07-01 06:00:00,202.30162,0,0001
1977-08-01 06:00:00,195.47084,0,0001
1977-09-01 06:00:00,190.13031,0,0001
1977-10-01 06:00:00,191.43472,0,0001
1977-11-01 06:00:00,198.98923,0,0001
1977-12-01 06:00:00,207.5728,0,0001
1978-01-01 06:00:00,206.8832,0,0001
1978-02-01 06:00:00,199.36359,0,0001
1978-03-01 06:00:00,191.66827,0,0001
1978-04-01 06:00:00,192.32922,0,0001
1978-05-01 06:00:00,196.21706,0,0001
1978-06-01 06:00:00,202.31415,0,0001
1978-07-01 06:00:00,201.58318,0,0001
1978-08-01 06:00:00,195.52673,0,0001
1978-09-01 06:00:00,189.39647,0,0001
1978-10-01 06:00:00,191.09987,0,0001
1978-11-01 06:00:00,199.58487,0,0001
1978-12-01 06:00:00,207.16498,0,0001
1979-01-01 06:00:00,206.79202,0,0001
1979-02-01 06:00:00,198.6517,0,0001
1979-03-01 06:00:00,191.41087,0,0001
1979-04-01 06:00:00,191.65,0,0001
1979-05-01 06:00:00,196.8627,0,0001
1979-06-01 06:00:00,203.04431,0,0001
1979-07-01 06:00:00,202.95494,0,0001
1979-08-01 06:00:00,195.75897,0,0001
1979-09-01 06:00:00,189.66228,0,0001
1979-10-01 06:00:00,191.19305,0,0001
1979-11-01 06:00:00,199.0155,0,0001
1979-12-01 06:00:00,208.27931,0,0001
1980-01-01 06:00:00,206.86409,0,0001
1980-02-01 06:00:00,199.21051,0,0001
1980-03-01 06:00:00,191.56995,0,0001
1980-04-01 06:00:00,192.64243,0,0001
1980-05-01 06:00:00,197.0967,0,0001
1980-06-01 06:00:00,203.8211,0,0001
1980-07-01 06:00:00,202.194,0,0001
1980-08-01 06:00:00,195.7635,0,0001
1980-09-01 06:00:00,189.62486,0,0001
1980-10-01 06:00:00,191.23724,0,0001
1980-11-01 06:00:00,199.10443,0,0001
1980-12-01 06:00:00,208.46542,0,0001
1981-01-01 06:00:00,207.00012,0,0001
1981-02-01 06:00:00,198.17206,0,0001
1981-03-01 06:00:00,192.16553,0,0001
1981-04-01 06:00:00,192.15068,0,0001
1981-05-01 06:00:00,197.42984,0,0001
1981-06-01 06:00:00,203.60178,0,0001
1981-07-01 06:00:00,202.43645,0,0001
1981-08-01 06:00:00,196.1513,0,0001
1981-09-01 06:00:00,189.98962,0,0001
1981-10-01 06:00:00,191.44977,0,0001
1981-11-01 06:00:00,198.24445,0,0001
1981-12-01 06:00:00,206.73232,0,0001
1982-01-01 06:00:00,206.86559,0,0001
1982-02-01 06:00:00,199.24129,0,0001
1982-03-01 06:00:00,190.48578,0,0001
1982-04-01 06:00:00,191.13481,0,0001
1982-05-01 06:00:00,195.67888,0,0001
1982-06-01 06:00:00,201.47508,0,0001
1982-07-01 06:00:00,202.38509,0,0001
1982-08-01 06:00:00,194.12347,0,0001
1982-09-01 06:00:00,188.08034,0,0001
1982-10-01 06:00:00,189.38342,0,0001
1982-11-01 06:00:00,197.21747,0,0001
1982-12-01 06:00:00,206.0769,0,0001
1983-01-01 06:00:00,205.24158,0,0001
1983-02-01 06:00:00,197.96342,0,0001
1983-03-01 06:00:00,189.44504,0,0001
1983-04-01 06:00:00,190.00037,0,0001
1983-05-01 06:00:00,194.48999,0,0001
1983-06-01 06:00:00,202.1784,0,0001
1983-07-01 06:00:00,200.46257,0,0001
1983-08-01 06:00:00,193.85126,0,0001
1983-09-01 06:00:00,188.12039,0,0001
1983-10-01 06:00:00,189.97975,0,0001
1983-11-01 06:00:00,198.09436,0,0001
1983-12-01 06:00:00,207.30579,0,0001
1984-01-01 06:00:00,206.72707,0,0001
1984-02-01 06:00:00,198.80894,0,0001
1984-03-01 06:00:00,190.93803,0,0001
1984-04-01 06:00:00,191.68817,0,0001
1984-05-01 06:00:00,196.94885,0,0001
1984-06-01 06:00:00,202.85397,0,0001
1984-07-01 06:00:00,202.13733,0,0001
1984-08-01 06:00:00,195.4041,0,0001
1984-09-01 06:00:00,189.40048,0,0001
1984-10-01 06:00:00,190.31662,0,0001
1984-11-01 06:00:00,198.47194,0,0001
1984-12-01 06:00:00,206.59436,0,0001
1985-01-01 06:00:00,207.03078,0,0001
1985-02-01 06:00:00,198.19232,0,0001
1985-03-01 06:00:00,190.51318,0,0001
1985-04-01 06:00:00,191.55905,0,0001
1985-05-01 06:00:00,196.90295,0,0001
1985-06-01 06:00:00,203.96495,0,0001
1985-07-01 06:00:00,202.74794,0,0001
1985-08-01 06:00:00,195.84178,0,0001
1985-09-01 06:00:00,188.98131,0,0001
1985-10-01 06:00:00,190.7615,0,0001
1985-11-01 06:00:00,197.83568,0,0001
1985-12-01 06:00:00,206.12454,0,0001
1986-01-01 06:00:00,206.18665,0,0001
1986-02-01 06:00:00,199.3902,0,0001
1986-03-01 06:00:00,191.41655,0,0001
1986-04-01 06:00:00,191.8541,0,0001
1986-05-01 06:00:00,196.76955,0,0001
1986-06-01 06:00:00,202.91628,0,0001
1986-07-01 06:00:00,202.0303,0,0001
1986-08-01 06:00:00,195.44507,0,0001
1986-09-01 06:00:00,189.34535,0,0001
1986-10-01 06:00:00,190.53474,0,0001
1986-11-01 06:00:00,198.01923,0,0001
1986-12-01 06:00:00,206.62914,0,0001
1987-01-01 06:00:00,207.15181,0,0001
1987-02-01 06:00:00,198.79144,0,0001
1987-03-01 06:00:00,191.3911,0,0001
1987-04-01 06:00:00,192.02742,0,0001
1987-05-01 06:00:00,197.0808,0,0001
1987-06-01 06:00:00,202.12863,0,0001
1987-07-01 06:00:00,202.45413,0,0001
1987-08-01 06:00:00,195.37488,0,0001
1987-09-01 06:00:00,189.7159,0,0001
1987-10-01 06:00:00,191.0293,0,0001
1987-11-01 06:00:00,198.88245,0,0001
1987-12-01 06:00:00,206.3063,0,0001
1988-01-01 06:00:00,206.87938,0,0001
1988-02-01 06:00:00,199.1848,0,0001
1988-03-01 06:00:00,191.08646,0,0001
1988-04-01 06:00:00,191.97813,0,0001
1988-05-01 06:00:00,196.98361,0,0001
1988-06-01 06:00:00,203.40361,0,0001
1988-07-01 06:00:00,202.69716,0,0001
1988-08-01 06:00:00,195.2679,0,0001
1988-09-01 06:00:00,188.78749,0,0001
1988-10-01 06:00:00,191.46474,0,0001
1988-11-01 06:00:00,198.1267,0,0001
1988-12-01 06:00:00,206.38144,0,0001
1989-01-01 06:00:00,207.01328,0,0001
1989-02-01 06:00:00,198.55034,0,0001
1989-03-01 06:00:00,191.92639,0,0001
1989-04-01 06:00:00,192.2941,0,0001
1989-05-01 06:00:00,196.9402,0,0001
1989-06-01 06:00:00,204.0885,0,0001
1989-07-01 06:00:00,202.66881,0,0001
1989-08-01 06:00:00,195.94812,0,0001
1989-09-01 06:00:00,189.91649,0,0001
1989-10-01 06:00:00,191.00035,0,0001
1989-11-01 06:00:00,198.58871,0,0001
1989-12-01 06:00:00,206.7748,0,0001
1990-01-01 06:00:00,205.1851,0,0001
1990-02-01 06:00:00,199.13435,0,0001
1990-03-01 06:00:00,191.05792,0,0001
1990-04-01 06:00:00,191.83052,0,0001
1990-05-01 06:00:00,197.75883,0,0001
