valid_time,avg_sdlwrf,number,expver
1984-07-01 06:00:00,314.474,0,0001
1984-08-01 06:00:00,313.22537,0,0001
1984-09-01 06:00:00,306.45105,0,0001
1984-10-01 06:00:00,299.78308,0,0001
1984-11-01 06:00:00,291.8201,0,0001
1984-12-01 06:00:00,291.2229,0,0001
1985-01-01 06:00:00,289.0541,0,0001
1985-02-01 06:00:00,287.8289,0,0001
1985-03-01 06:00:00,289.9595,0,0001
1985-04-01 06:00:00,294.9934,0,0001
1985-05-01 06:00:00,302.8173,0,0001
1985-06-01 06:00:00,310.6111,0,0001
1985-07-01 06:00:00,314.23846,0,0001
1985-08-01 06:00:00,312.88705,0,0001
1985-09-01 06:00:00,306.34134,0,0001
1985-10-01 06:00:00,297.65024,0,0001
1985-11-01 06:00:00,293.0015,0,0001
1985-12-01 06:00:00,289.14502,0,0001
1986-01-01 06:00:00,287.74445,0,0001
1986-02-01 06:00:00,289.04443,0,0001
1986-03-01 06:00:00,290.67853,0,0001
1986-04-01 06:00:00,295.94257,0,0001
1986-05-01 06:00:00,304.44125,0,0001
1986-06-01 06:00:00,310.69962,0,0001
1986-07-01 06:00:00,314.91562,0,0001
1986-08-01 06:00:00,313.04968,0,0001
1986-09-01 06:00:00,304.8822,0,0001
1986-10-01 06:00:00,297.53668,0,0001
1986-11-01 06:00:00,294.0256,0,0001
1986-12-01 06:00:00,289.57312,0,0001
1987-01-01 06:00:00,289.25052,0,0001
1987-02-01 06:00:00,289.50842,0,0001
1987-03-01 06:00:00,289.2588,0,0001
1987-04-01 06:00:00,295.3462,0,0001
1987-05-01 06:00:00,304.23465,0,0001
1987-06-01 06:00:00,312.27734,0,0001
1987-07-01 06:00:00,316.3905,0,0001
1987-08-01 06:00:00,314.0664,0,0001
1987-09-01 06:00:00,305.14005,0,0001
1987-10-01 06:00:00,297.73428,0,0001
1987-11-01 06:00:00,291.15787,0,0001
1987-12-01 06:00:00,290.16342,0,0001
1988-01-01 06:00:00,290.61298,0,0001
1988-02-01 06:00:00,289.98477,0,0001
1988-03-01 06:00:00,291.5866,0,0001
1988-04-01 06:00:00,296.19043,0,0001
1988-05-01 06:00:00,305.59415,0,0001
1988-06-01 06:00:00,312.4394,0,0001
1988-07-01 06:00:00,316.5825,0,0001
1988-08-01 06:00:00,315.90796,0,0001
1988-09-01 06:00:00,308.81143,0,0001
1988-10-01 06:00:00,298.27933,0,0001
1988-11-01 06:00:00,291.0485,0,0001
1988-12-01 06:00:00,290.50333,0,0001
1989-01-01 06:00:00,286.93677,0,0001
1989-02-01 06:00:00,289.72833,0,0001
1989-03-01 06:00:00,291.05505,0,0001
1989-04-01 06:00:00,295.38782,0,0001
1989-05-01 06:00:00,303.629,0,0001
1989-06-01 06:00:00,310.6178,0,0001
1989-07-01 06:00:00,315.66226,0,0001
1989-08-01 06:00:00,314.43768,0,0001
1989-09-01 06:00:00,307.88757,0,0001
1989-10-01 06:00:00,298.85593,0,0001
1989-11-01 06:00:00,291.51654,0,0001
1989-12-01 06:00:00,290.56577,0,0001
1990-01-01 06:00:00,293.053,0,0001
1990-02-01 06:00:00,291.4109,0,0001
1990-03-01 06:00:00,293.8636,0,0001
1990-04-01 06:00:00,298.88516,0,0001
1990-05-01 06:00:00,306.47507,0,0001
