valid_time,sst,number,expver
2008-06-01,286.80505,0,0001
2008-07-01,287.08215,0,0001
2008-08-01,287.2659,0,0001
2008-09-01,287.12997,0,0001
2008-10-01,286.8162,0,0001
2008-11-01,286.61652,0,0001
2008-12-01,286.68344,0,0001
2009-01-01,286.87247,0,0001
2009-02-01,286.975,0,0001
2009-03-01,286.97067,0,0001
2009-04-01,286.88498,0,0001
2009-05-01,286.83807,0,0001
2009-06-01,286.94897,0,0001
2009-07-01,287.14987,0,0001
2009-08-01,287.31937,0,0001
2009-09-01,287.13547,0,0001
2009-10-01,286.88156,0,0001
2009-11-01,286.71936,0,0001
2009-12-01,286.81708,0,0001
2010-01-01,286.9985,0,0001
2010-02-01,287.1339,0,0001
2010-03-01,287.09875,0,0001
2010-04-01,286.99057,0,0001
2010-05-01,286.88846,0,0001
2010-06-01,286.9326,0,0001
2010-07-01,287.14868,0,0001
2010-08-01,287.30637,0,0001
2010-09-01,287.16272,0,0001
2010-10-01,286.80527,0,0001
2010-11-01,286.59338,0,0001
2010-12-01,286.64197,0,0001
2011-01-01,286.82266,0,0001
2011-02-01,286.9726,0,0001
2011-03-01,286.9553,0,0001
2011-04-01,286.8556,0,0001
2011-05-01,286.7866,0,0001
2011-06-01,286.85297,0,0001
2011-07-01,287.0936,0,0001
2011-08-01,287.2749,0,0001
2011-09-01,287.1247,0,0001
2011-10-01,286.77106,0,0001
2011-11-01,286.58127,0,0001
2011-12-01,286.58038,0,0001
2012-01-01,286.77573,0,0001
2012-02-01,286.926,0,0001
2012-03-01,286.90912,0,0001
2012-04-01,286.86475,0,0001
2012-05-01,286.84732,0,0001
2012-06-01,286.91098,0,0001
2012-07-01,287.17984,0,0001
2012-08-01,287.34558,0,0001
2012-09-01,287.23676,0,0001
2012-10-01,286.91437,0,0001
2012-11-01,286.73428,0,0001
2012-12-01,286.78574,0,0001
2013-01-01,286.91858,0,0001
2013-02-01,287.0278,0,0001
2013-03-01,286.9958,0,0001
2013-04-01,286.88235,0,0001
2013-05-01,286.80487,0,0001
2013-06-01,286.86642,0,0001
2013-07-01,287.16568,0,0001
2013-08-01,287.3371,0,0001
2013-09-01,287.15857,0,0001
2013-10-01,286.82718,0,0001
2013-11-01,286.66516,0,0001
2013-12-01,286.71573,0,0001
2014-01-01,286.91028,0,0001
2014-02-01,287.017,0,0001
2014-03-01,286.99887,0,0001
2014-04-01,286.93503,0,0001
2014-05-01,286.9072,0,0001
2014-06-01,286.989,0,0001
2014-07-01,287.21005,0,0001
2014-08-01,287.39398,0,0001
2014-09-01,287.2339,0,0001
2014-10-01,286.8867,0,0001
2014-11-01,286.70435,0,0001
2014-12-01,286.75082,0,0001
2015-01-01,286.9178,0,0001
2015-02-01,287.037,0,0001
2015-03-01,287.02762,0,0001
2015-04-01,286.96463,0,0001
2015-05-01,286.92783,0,0001
2015-06-01,286.99893,0,0001
2015-07-01,287.2331,0,0001
2015-08-01,287.4283,0,0001
2015-09-01,287.30194,0,0001
2015-10-01,287.00604,0,0001
2015-11-01,286.85364,0,0001
2015-12-01,286.92432,0,0001
2016-01-01,287.1184,0,0001
2016-02-01,287.1848,0,0001
2016-03-01,287.20288,0,0001
2016-04-01,287.08722,0,0001
2016-05-01,287.03653,0,0001
2016-06-01,287.11618,0,0001
2016-07-01,287.36566,0,0001
2016-08-01,287.49136,0,0001
2016-09-01,287.288,0,0001
2016-10-01,286.9677,0,0001
2016-11-01,286.81473,0,0001
2016-12-01,286.87714,0,0001
2017-01-01,287.12195,0,0001
2017-02-01,287.28152,0,0001
2017-03-01,287.23883,0,0001
2017-04-01,287.1097,0,0001
2017-05-01,286.98038,0,0001
2017-06-01,287.03067,0,0001
2017-07-01,287.29813,0,0001
2017-08-01,287.4482,0,0001
2017-09-01,287.29788,0,0001
2017-10-01,287.00238,0,0001
2017-11-01,286.82498,0,0001
2017-12-01,286.8311,0,0001
2018-01-01,287.03442,0,0001
2018-02-01,287.14618,0,0001
2018-03-01,287.14563,0,0001
2018-04-01,287.03558,0,0001
2018-05-01,286.9848,0,0001
2018-06-01,286.99896,0,0001
2018-07-01,287.187,0,0001
2018-08-01,287.38297,0,0001
2018-09-01,287.2963,0,0001
2018-10-01,287.05466,0,0001
2018-11-01,286.85568,0,0001
2018-12-01,286.89096,0,0001
2019-01-01,287.061,0,0001
2019-02-01,287.20526,0,0001
2019-03-01,287.1931,0,0001
2019-04-01,287.09082,0,0001
2019-05-01,287.03275,0,0001
2019-06-01,287.10873,0,0001
2019-07-01,287.345,0,0001
2019-08-01,287.51697,0,0001
2019-09-01,287.35004,0,0001
2019-10-01,287.06924,0,0001
2019-11-01,286.87866,0,0001
2019-12-01,286.93756,0,0001
2020-01-01,287.14316,0,0001
2020-02-01,287.2588,0,0001
2020-03-01,287.25226,0,0001
2020-04-01,287.1404,0,0001
2020-05-01,287.03342,0,0001
2020-06-01,287.09637,0,0001
2020-07-01,287.34134,0,0001
2020-08-01,287.55017,0,0001
2020-09-01,287.39392,0,0001
2020-10-01,287.06122,0,0001
2020-11-01,286.81955,0,0001
2020-12-01,286.82172,0,0001
2021-01-01,287.01804,0,0001
2021-02-01,287.123,0,0001
2021-03-01,287.1188,0,0001
2021-04-01,287.02756,0,0001
2021-05-01,286.95825,0,0001
2021-06-01,287.0289,0,0001
2021-07-01,287.27002,0,0001
2021-08-01,287.45712,0,0001
2021-09-01,287.31866,0,0001
2021-10-01,286.99652,0,0001
2021-11-01,286.8437,0,0001
2021-12-01,286.85608,0,0001
2022-01-01,287.06613,0,0001
2022-02-01,287.15668,0,0001
2022-03-01,287.14337,0,0001
2022-04-01,287.0185,0,0001
2022-05-01,286.9446,0,0001
2022-06-01,287.0133,0,0001
2022-07-01,287.26633,0,0001
2022-08-01,287.48004,0,0001
2022-09-01,287.33557,0,0001
2022-10-01,287.0176,0,0001
2022-11-01,286.8544,0,0001
2022-12-01,286.904,0,0001
2023-01-01,287.05847,0,0001
2023-02-01,287.19034,0,0001
2023-03-01,287.23047,0,0001
2023-04-01,287.16873,0,0001
2023-05-01,287.09418,0,0001
2023-06-01,287.2322,0,0001
2023-07-01,287.5047,0,0001
2023-08-01,287.73373,0,0001
2023-09-01,287.58566,0,0001
2023-10-01,287.27487,0,0001
2023-11-01,287.0837,0,0001
2023-12-01,287.12827,0,0001
2024-01-01,287.3335,0,0001
2024-02-01,287.42178,0,0001
2024-03-01,287.37747,0,0001
2024-04-01,287.28564,0,0001
2024-05-01,287.21472,0,0001
2024-06-01,287.25653,0,0001
2024-07-01,287.49142,0,0001
2024-08-01,287.70074,0,0001
2024-09-01,287.53473,0,0001
2024-10-01,287.21948,0,0001
2024-11-01,287.01944,0,0001
2024-12-01,287.0205,0,0001
2025-01-01,287.2602,0,0001
2025-02-01,287.36438,0,0001
2025-03-01,287.34772,0,0001
2025-04-01,287.2202,0,0001
2025-05-01,287.133,0,0001
2025-06-01,287.1838,0,0001
2025-07-01,287.4584,0,0001
2025-08-01,287.6608,0,0001
2025-09-01,287.48532,0,0001
2025-10-01,287.14627,0,0001
2025-11-01,286.9271,0,0001
2025-12-01,287.00058,0,0001
2026-01-01,287.2157,0,0001
2026-02-01,287.35986,0,0001
2026-03-01,287.36728,0,0005
2026-04-01,287.30737,0,0005
