valid_time,fal,number,expver
1944-08-01,0.25100657,0,0001
1944-09-01,0.26968956,0,0001
1944-10-01,0.2856753,0,0001
1944-11-01,0.29944038,0,0001
1944-12-01,0.29647493,0,0001
1945-01-01,0.2932103,0,0001
1945-02-01,0.29091406,0,0001
1945-03-01,0.28871483,0,0001
1945-04-01,0.29381734,0,0001
1945-05-01,0.28432688,0,0001
1945-06-01,0.26195243,0,0001
1945-07-01,0.24947219,0,0001
1945-08-01,0.25040334,0,0001
1945-09-01,0.2689336,0,0001
1945-10-01,0.2886057,0,0001
1945-11-01,0.30094793,0,0001
1945-12-01,0.2976044,0,0001
1946-01-01,0.29043844,0,0001
1946-02-01,0.28815368,0,0001
1946-03-01,0.2874244,0,0001
1946-04-01,0.29247874,0,0001
1946-05-01,0.28302658,0,0001
1946-06-01,0.26104522,0,0001
1946-07-01,0.24883394,0,0001
1946-08-01,0.2501563,0,0001
1946-09-01,0.27083316,0,0001
1946-10-01,0.2908583,0,0001
1946-11-01,0.30164075,0,0001
1946-12-01,0.29538557,0,0001
1947-01-01,0.29230165,0,0001
1947-02-01,0.29130733,0,0001
1947-03-01,0.28845358,0,0001
1947-04-01,0.2915577,0,0001
1947-05-01,0.28312016,0,0001
1947-06-01,0.26092395,0,0001
1947-07-01,0.24855754,0,0001
1947-08-01,0.2498058,0,0001
1947-09-01,0.26811028,0,0001
1947-10-01,0.28487083,0,0001
1947-11-01,0.30021387,0,0001
1947-12-01,0.2960745,0,0001
1948-01-01,0.29059592,0,0001
1948-02-01,0.29122105,0,0001
1948-03-01,0.2898282,0,0001
1948-04-01,0.29366308,0,0001
1948-05-01,0.28355926,0,0001
1948-06-01,0.2608389,0,0001
1948-07-01,0.24869199,0,0001
1948-08-01,0.25027668,0,0001
1948-09-01,0.26787186,0,0001
1948-10-01,0.28701398,0,0001
1948-11-01,0.29940087,0,0001
1948-12-01,0.29691306,0,0001
1949-01-01,0.29358026,0,0001
1949-02-01,0.2922586,0,0001
1949-03-01,0.29014027,0,0001
1949-04-01,0.29298094,0,0001
1949-05-01,0.2833776,0,0001
1949-06-01,0.2634415,0,0001
1949-07-01,0.24914682,0,0001
1949-08-01,0.25010565,0,0001
1949-09-01,0.26669464,0,0001
1949-10-01,0.28743848,0,0001
1949-11-01,0.2975109,0,0001
1949-12-01,0.29569983,0,0001
1950-01-01,0.29322913,0,0001
1950-02-01,0.29259497,0,0001
1950-03-01,0.2881193,0,0001
1950-04-01,0.29320517,0,0001
1950-05-01,0.28382304,0,0001
1950-06-01,0.26235363,0,0001
1950-07-01,0.24872129,0,0001
1950-08-01,0.24992204,0,0001
1950-09-01,0.26814258,0,0001
1950-10-01,0.2875068,0,0001
1950-11-01,0.3008943,0,0001
1950-12-01,0.29664376,0,0001
1951-01-01,0.29225627,0,0001
1951-02-01,0.29159784,0,0001
1951-03-01,0.29056275,0,0001
1951-04-01,0.29239064,0,0001
1951-05-01,0.28258,0,0001
1951-06-01,0.26191178,0,0001
1951-07-01,0.24861695,0,0001
1951-08-01,0.24956787,0,0001
1951-09-01,0.267126,0,0001
1951-10-01,0.2866832,0,0001
1951-11-01,0.3008675,0,0001
1951-12-01,0.2959286,0,0001
1952-01-01,0.29283077,0,0001
1952-02-01,0.29145715,0,0001
1952-03-01,0.29167676,0,0001
1952-04-01,0.2943847,0,0001
1952-05-01,0.28363627,0,0001
1952-06-01,0.26043758,0,0001
1952-07-01,0.2486847,0,0001
1952-08-01,0.24970452,0,0001
1952-09-01,0.2683644,0,0001
1952-10-01,0.29065907,0,0001
1952-11-01,0.30034328,0,0001
1952-12-01,0.2975855,0,0001
1953-01-01,0.29177535,0,0001
1953-02-01,0.29101452,0,0001
1953-03-01,0.28942034,0,0001
1953-04-01,0.29240355,0,0001
1953-05-01,0.2803269,0,0001
1953-06-01,0.25959936,0,0001
1953-07-01,0.24826519,0,0001
1953-08-01,0.24810663,0,0001
1953-09-01,0.2670199,0,0001
1953-10-01,0.28741142,0,0001
1953-11-01,0.29937074,0,0001
1953-12-01,0.29438102,0,0001
1954-01-01,0.2932891,0,0001
1954-02-01,0.29300487,0,0001
1954-03-01,0.29184148,0,0001
1954-04-01,0.29446,0,0001
1954-05-01,0.28334796,0,0001
1954-06-01,0.25972918,0,0001
1954-07-01,0.24790166,0,0001
1954-08-01,0.24743351,0,0001
1954-09-01,0.26551345,0,0001
1954-10-01,0.28690115,0,0001
1954-11-01,0.29607934,0,0001
1954-12-01,0.2948943,0,0001
1955-01-01,0.29181865,0,0001
1955-02-01,0.29122645,0,0001
1955-03-01,0.29025742,0,0001
1955-04-01,0.2947438,0,0001
1955-05-01,0.28416967,0,0001
1955-06-01,0.2609057,0,0001
1955-07-01,0.24789806,0,0001
1955-08-01,0.24824709,0,0001
1955-09-01,0.26818472,0,0001
1955-10-01,0.2878596,0,0001
1955-11-01,0.29928696,0,0001
1955-12-01,0.29591677,0,0001
1956-01-01,0.29274842,0,0001
1956-02-01,0.29388675,0,0001
1956-03-01,0.2912239,0,0001
1956-04-01,0.29511246,0,0001
1956-05-01,0.2849599,0,0001
1956-06-01,0.26201066,0,0001
1956-07-01,0.24782306,0,0001
1956-08-01,0.24829596,0,0001
1956-09-01,0.26801544,0,0001
1956-10-01,0.29022536,0,0001
1956-11-01,0.30205694,0,0001
1956-12-01,0.29660127,0,0001
1957-01-01,0.2936275,0,0001
1957-02-01,0.29143065,0,0001
1957-03-01,0.28934154,0,0001
1957-04-01,0.29389995,0,0001
1957-05-01,0.2826097,0,0001
1957-06-01,0.26029852,0,0001
1957-07-01,0.24747409,0,0001
1957-08-01,0.24790141,0,0001
1957-09-01,0.26900998,0,0001
1957-10-01,0.29078987,0,0001
1957-11-01,0.30114642,0,0001
1957-12-01,0.29735067,0,0001
1958-01-01,0.29324698,0,0001
1958-02-01,0.2929833,0,0001
1958-03-01,0.2903688,0,0001
1958-04-01,0.2930837,0,0001
1958-05-01,0.2839307,0,0001
1958-06-01,0.26185653,0,0001
1958-07-01,0.24710089,0,0001
1958-08-01,0.24807447,0,0001
1958-09-01,0.2672015,0,0001
