valid_time,avg_sdswrf,number,expver
2009-12-01 06:00:00,191.34647,0,0001
2010-01-01 06:00:00,184.63222,0,0001
2010-02-01 06:00:00,166.39934,0,0001
2010-03-01 06:00:00,154.29764,0,0001
2010-04-01 06:00:00,156.97508,0,0001
2010-05-01 06:00:00,162.72731,0,0001
2010-06-01 06:00:00,159.95996,0,0001
2010-07-01 06:00:00,151.81345,0,0001
2010-08-01 06:00:00,145.81903,0,0001
2010-09-01 06:00:00,145.63776,0,0001
2010-10-01 06:00:00,159.08043,0,0001
2010-11-01 06:00:00,179.63896,0,0001
2010-12-01 06:00:00,190.23495,0,0001
2011-01-01 06:00:00,184.59279,0,0001
2011-02-01 06:00:00,167.05148,0,0001
2011-03-01 06:00:00,154.78748,0,0001
2011-04-01 06:00:00,157.61504,0,0001
2011-05-01 06:00:00,164.58383,0,0001
2011-06-01 06:00:00,160.69177,0,0001
2011-07-01 06:00:00,153.51425,0,0001
2011-08-01 06:00:00,146.52814,0,0001
2011-09-01 06:00:00,147.05106,0,0001
2011-10-01 06:00:00,159.85106,0,0001
2011-11-01 06:00:00,181.22876,0,0001
2011-12-01 06:00:00,190.46123,0,0001
2012-01-01 06:00:00,185.95097,0,0001
2012-02-01 06:00:00,168.21411,0,0001
2012-03-01 06:00:00,154.35568,0,0001
2012-04-01 06:00:00,157.85144,0,0001
2012-05-01 06:00:00,164.49347,0,0001
2012-06-01 06:00:00,161.39777,0,0001
2012-07-01 06:00:00,152.29883,0,0001
2012-08-01 06:00:00,146.40564,0,0001
2012-09-01 06:00:00,146.67963,0,0001
2012-10-01 06:00:00,161.03955,0,0001
2012-11-01 06:00:00,181.32483,0,0001
2012-12-01 06:00:00,190.94377,0,0001
2013-01-01 06:00:00,182.2683,0,0001
2013-02-01 06:00:00,166.5736,0,0001
2013-03-01 06:00:00,154.51703,0,0001
2013-04-01 06:00:00,157.45534,0,0001
2013-05-01 06:00:00,164.35544,0,0001
2013-06-01 06:00:00,163.35777,0,0001
2013-07-01 06:00:00,152.41086,0,0001
2013-08-01 06:00:00,148.30283,0,0001
2013-09-01 06:00:00,146.29742,0,0001
2013-10-01 06:00:00,160.9996,0,0001
2013-11-01 06:00:00,181.07199,0,0001
2013-12-01 06:00:00,191.22153,0,0001
2014-01-01 06:00:00,184.40797,0,0001
2014-02-01 06:00:00,166.91855,0,0001
2014-03-01 06:00:00,154.4755,0,0001
2014-04-01 06:00:00,157.75363,0,0001
2014-05-01 06:00:00,164.52931,0,0001
2014-06-01 06:00:00,162.54613,0,0001
2014-07-01 06:00:00,152.83105,0,0001
2014-08-01 06:00:00,147.73059,0,0001
2014-09-01 06:00:00,147.0682,0,0001
2014-10-01 06:00:00,160.59209,0,0001
2014-11-01 06:00:00,181.24808,0,0001
2014-12-01 06:00:00,191.3224,0,0001
2015-01-01 06:00:00,184.71222,0,0001
2015-02-01 06:00:00,167.02528,0,0001
2015-03-01 06:00:00,153.95071,0,0001
2015-04-01 06:00:00,157.7026,0,0001
2015-05-01 06:00:00,164.97368,0,0001
2015-06-01 06:00:00,161.58556,0,0001
2015-07-01 06:00:00,152.41153,0,0001
2015-08-01 06:00:00,146.5448,0,0001
2015-09-01 06:00:00,146.5956,0,0001
2015-10-01 06:00:00,160.43958,0,0001
2015-11-01 06:00:00,179.9111,0,0001
2015-12-01 06:00:00,189.92122,0,0001
2016-01-01 06:00:00,183.3776,0,0001
2016-02-01 06:00:00,166.51192,0,0001
2016-03-01 06:00:00,153.02187,0,0001
2016-04-01 06:00:00,157.3434,0,0001
2016-05-01 06:00:00,163.12172,0,0001
2016-06-01 06:00:00,162.25887,0,0001
2016-07-01 06:00:00,152.75357,0,0001
2016-08-01 06:00:00,147.28603,0,0001
2016-09-01 06:00:00,145.57613,0,0001
2016-10-01 06:00:00,159.32635,0,0001
2016-11-01 06:00:00,180.48697,0,0001
2016-12-01 06:00:00,189.64482,0,0001
2017-01-01 06:00:00,183.6567,0,0001
2017-02-01 06:00:00,166.64912,0,0001
2017-03-01 06:00:00,154.41129,0,0001
2017-04-01 06:00:00,158.474,0,0001
